Target_genes	FOXO1|Average	SRX1012536|B-Lymphocytes	SRX1012537|B-Lymphocytes	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX3230384|Hep_G2	SRX359830|LoVo	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	STRING
MME	37	0	0	0	0	0	370	0	0	0	0	0
MMGT1	15.7	0	0	0	0	0	0	0	0	0	157	0
MMP16	14.1	0	0	0	0	0	141	0	0	0	0	0
MMP17	8.8	0	0	0	0	0	0	0	0	0	88	0
MMP2	70.9	0	0	0	0	0	201	0	0	0	508	0
MMP24	17	0	0	0	0	0	0	0	0	0	170	0
MMP24-AS1-EDEM2	23	0	0	0	0	0	89	0	0	0	141	0
MMP24OS	23	0	0	0	0	0	89	0	0	0	141	0
MMP25	51.8	0	0	0	0	0	0	0	0	0	518	0
MMP9	19.5	0	0	0	0	0	0	0	0	0	195	0
MMS19	133.9	0	0	0	0	0	0	0	0	0	1339	0
MMS22L	41.9	0	0	0	0	0	0	0	0	0	419	0
MMUT	95.5	0	0	0	0	0	152	136	0	0	667	0
MNAT1	7.6	0	0	0	0	0	0	0	0	0	76	0
MND1	55.6	320	0	0	0	0	0	0	0	0	236	0
MNS1	163.1	91	0	0	0	0	0	0	0	0	1540	0
MNT	32.6	0	0	0	0	0	0	0	0	0	326	0
MOAP1	104.6	0	0	0	0	0	0	0	0	0	1046	0
MOB1A	122.2	0	0	0	0	0	0	0	0	0	1222	0
MOB1B	22.7	0	0	0	0	0	0	0	0	0	227	0
MOB2	15.4	0	0	0	0	0	0	0	0	0	154	0
MOB3A	168.1	0	0	0	0	0	0	0	0	0	1681	0
MOB3B	35.5	0	0	0	0	0	0	0	0	0	355	0
MOB4	76.2	113	0	0	0	0	189	106	0	0	354	0
MOCS1	16	0	0	0	0	0	0	0	0	0	160	0
MOCS2	14.9	0	0	0	0	0	0	0	0	0	149	0
MOCS3	12.2	0	0	0	0	0	0	0	0	0	122	0
MOGAT1	17.5	0	0	0	0	0	0	74	0	0	101	0
MOGAT3	8.5	0	0	0	0	0	0	85	0	0	0	0
MOGS	27.9	0	0	0	0	0	0	0	0	0	279	0
MON1A	16.1	0	0	0	0	0	0	0	0	0	161	0
MON2	59.1	0	0	0	0	0	0	0	0	0	591	0
MORC2	11.9	0	0	0	0	0	0	0	0	0	119	0
MORC3	83.2	0	0	0	0	0	0	0	0	0	832	0
MORF4L1	71.7	0	0	0	0	0	0	0	0	0	717	0
MORN1	14.5	0	0	0	0	0	0	0	0	0	145	0
MORN2	21.2	0	0	0	0	0	71	0	0	0	141	0
MOSMO	11.1	0	0	0	0	0	0	0	0	0	111	0
MOSPD2	12.7	0	0	0	0	0	0	0	0	0	127	0
MOSPD3	66.4	0	0	0	0	0	0	0	0	0	664	0
MOV10	23.8	0	0	0	0	0	0	0	0	0	238	0
MPC2	12.3	0	0	0	0	0	0	0	0	0	123	0
MPG	166.5	0	0	0	0	0	0	0	0	0	1665	0
MPHOSPH6	63.3	0	0	0	0	0	0	91	0	0	542	0
MPHOSPH8	22	0	0	0	0	0	0	0	0	0	220	0
MPHOSPH9	21.7	0	0	0	0	0	0	0	0	0	217	0
MPIG6B	47.3	0	0	0	0	0	0	0	0	0	473	0
MPLKIP	20	0	0	0	0	0	0	0	0	0	200	0
MPND	32.4	0	0	0	0	0	0	0	0	0	324	0
MPO	62.4	0	0	0	0	0	0	0	0	0	624	0
MPP1	17.7	0	0	0	0	0	0	0	0	0	177	0
MPP4	15.1	0	0	0	0	0	151	0	0	0	0	0
MPP5	132.1	0	0	0	0	0	0	0	0	0	1321	0
MPP6	20.5	0	0	0	0	0	0	0	0	0	205	0
MPRIP	36	0	0	0	0	0	0	0	0	0	360	0
MPST	63.1	0	0	0	0	0	0	0	0	0	631	0
MPV17	10.9	0	0	0	0	0	0	0	0	0	109	0
MPZL1	28.5	0	0	0	0	0	0	0	0	0	285	0
MPZL3	41.1	0	0	0	0	0	0	0	0	0	411	0
MRAP2	16.2	0	0	0	0	0	0	0	0	0	162	0
MRAS	8.5	0	0	0	0	0	0	0	0	0	85	0
MRC2	8.6	0	0	0	0	0	0	0	0	0	86	0
MRE11	8.1	0	0	0	0	0	81	0	0	0	0	0
MREG	29.6	0	0	0	0	0	0	0	0	0	296	0
MRFAP1	8.2	0	0	0	0	0	0	0	0	0	82	0
MRGPRF	72.7	0	0	0	0	0	727	0	0	0	0	0
MRGPRX2	21.4	0	0	0	0	0	0	0	0	0	214	0
MRM1	20.4	0	0	0	0	0	0	0	0	0	204	0
MRM2	13.5	0	0	0	0	0	135	0	0	0	0	0
MRNIP	39.3	0	0	0	0	0	0	297	0	0	96	0
MROH1	52.1	0	0	0	0	0	0	0	0	0	521	0
MROH6	36.8	0	0	0	0	0	0	0	0	0	368	0
MRPL1	39	100	0	0	0	0	169	121	0	0	0	0
MRPL12	264.2	0	0	0	0	0	247	2322	0	0	73	0
MRPL13	9.2	0	0	0	0	0	92	0	0	0	0	0
MRPL16	12.7	0	0	0	0	0	0	0	0	0	127	0
MRPL17	13.1	0	0	0	0	0	131	0	0	0	0	0
MRPL18	63.2	0	0	0	0	0	109	0	0	0	523	0
MRPL19	28.7	0	0	0	0	0	0	195	0	0	92	0
MRPL20	40	0	0	0	0	0	0	0	0	0	400	0
MRPL21	21	0	0	0	0	0	130	0	0	0	80	0
MRPL23	33.7	0	0	0	0	0	0	0	0	0	337	0
MRPL24	39.2	0	0	0	0	0	112	280	0	0	0	0
MRPL28	14.6	0	0	0	0	0	0	0	0	0	146	0
MRPL30	7.9	0	0	0	0	0	0	79	0	0	0	0
MRPL32	76.1	0	0	0	0	0	0	0	0	0	761	0
MRPL33	54.6	0	0	0	0	0	0	0	0	0	546	0
MRPL34	200.8	0	0	0	0	0	0	0	0	0	2008	0
MRPL38	83.8	0	0	0	0	0	0	0	0	0	838	0
MRPL40	73.9	0	0	0	0	0	209	0	0	0	530	0
MRPL41	44.8	0	0	0	0	0	0	0	0	0	448	0
MRPL42	25.4	0	0	0	0	0	0	0	0	0	254	0
MRPL44	12	0	0	0	0	0	120	0	0	0	0	0
MRPL45	38	0	0	0	0	0	144	137	0	0	99	0
MRPL46	109.4	0	0	0	0	0	101	0	0	0	993	0
MRPL47	49.7	0	0	0	0	0	132	0	0	0	365	0
MRPL48	17	0	0	0	0	0	170	0	0	0	0	0
MRPL50	11.4	0	0	0	0	0	114	0	0	0	0	0
MRPL51	46	0	0	0	0	0	0	0	0	0	460	0
MRPL52	10.6	0	0	0	0	0	0	106	0	0	0	0
MRPL53	120.9	0	0	0	0	0	0	0	0	0	1209	0
MRPL54	28.3	0	0	0	0	0	0	0	0	0	283	0
MRPL55	32.4	0	0	0	0	0	190	0	0	0	134	0
MRPL57	44.5	0	0	0	0	0	0	0	0	0	445	0
MRPL58	10.8	0	0	0	0	0	0	108	0	0	0	0
MRPL9	15.1	0	0	0	0	0	0	0	0	0	151	0
MRPS10	210.7	0	0	0	0	0	209	1898	0	0	0	0
MRPS11	109.4	0	0	0	0	0	101	0	0	0	993	0
MRPS14	23.2	0	0	0	0	0	232	0	0	0	0	0
MRPS16	54.9	0	0	0	0	0	77	0	0	0	472	0
MRPS17	11	0	0	0	0	0	110	0	0	0	0	0
MRPS18A	35.3	0	0	0	0	0	0	0	0	0	353	0
MRPS18C	90.6	0	0	0	0	0	115	151	0	0	640	0
MRPS2	28.8	0	0	0	0	0	0	288	0	0	0	0
MRPS21	16.7	0	0	0	0	0	0	167	0	0	0	0
MRPS23	84	0	0	0	0	0	0	0	0	0	840	0
MRPS26	94.6	0	0	0	0	0	80	0	0	0	866	0
MRPS28	18.1	0	0	0	0	0	0	0	0	0	181	0
MRPS30	20.1	0	0	0	0	0	0	0	0	0	201	0
MRPS31	52.3	0	0	0	0	0	341	182	0	0	0	0
MRPS33	142.1	0	0	0	0	0	172	1249	0	0	0	0
MRPS34	153.1	0	0	0	0	0	0	0	0	0	1531	0
MRPS35	10	0	0	0	0	0	100	0	0	0	0	0
MRPS36	21.5	0	0	0	0	0	0	0	0	0	215	0
MRPS5	63.4	0	0	0	0	0	122	0	0	0	512	0
MRPS6	80.1	0	0	0	0	0	0	0	0	0	801	0
MRPS7	8.6	0	0	0	0	0	0	0	0	0	86	0
MRRF	38.2	0	0	0	0	0	88	0	0	0	294	0
MRS2	12	0	0	0	0	0	0	0	0	0	120	0
MRTFA	130	0	0	0	0	0	0	0	0	0	1300	0
MRTFB	25.3	0	0	0	0	0	0	0	0	0	253	0
MRTO4	8.8	0	0	0	0	0	0	0	0	0	88	0
MS4A1	50.9	383	126	0	0	0	0	0	0	0	0	0
MS4A15	9.5	0	0	0	0	0	0	0	0	0	95	0
MS4A3	11.6	0	0	0	0	0	0	0	0	0	116	0
MS4A7	23.5	235	0	0	0	0	0	0	0	0	0	0
MSANTD1	14.4	0	0	0	0	0	0	0	0	0	144	0
MSANTD2	78.2	0	0	0	0	0	0	0	0	0	782	0
MSANTD3	69.8	0	0	0	0	0	244	0	0	0	454	0
MSC	18.3	0	0	0	0	0	0	0	0	0	183	0
MSH2	28.7	0	0	0	0	0	0	0	0	0	287	0
MSH3	168.1	0	0	0	0	0	0	0	0	0	1681	0
MSH5	36.1	0	0	0	0	0	0	361	0	0	0	0
MSH6	43.3	0	0	0	0	0	0	0	0	0	433	0
MSI2	11.1	0	0	0	0	0	0	0	0	0	111	0
MSL1	10	0	0	0	0	0	0	0	0	0	100	0
MSL2	179.4	232	0	0	0	0	142	64	0	0	1356	0
MSMO1	18.1	0	0	0	0	0	68	0	0	0	113	0
MSN	24.8	0	0	0	0	0	0	0	0	0	248	0
MSRA	56.7	0	0	0	0	0	0	0	0	0	567	0
MSRB1	13	0	0	0	0	0	0	0	0	0	130	0
MTA2	12.9	0	0	0	0	0	0	0	0	0	129	0
MTA3	117.5	0	85	0	0	0	431	0	0	0	659	0
MTAP	39.8	0	0	0	0	0	0	0	0	0	398	0
MTBP	9.2	0	0	0	0	0	92	0	0	0	0	0
MTCH1	59.4	0	0	0	0	0	0	0	0	0	594	0
MTCH2	11.1	0	0	0	0	0	0	0	0	0	111	0
MTCP1	115.9	0	0	0	0	0	0	0	0	0	1159	0
MTDH	33.1	0	0	0	0	0	0	0	0	0	331	0
MTERF1	48.9	0	0	0	0	0	0	489	0	0	0	0
MTERF2	67.5	0	0	0	0	0	0	0	0	0	675	0
MTERF3	38.8	0	0	0	0	0	0	0	0	0	388	0
MTF1	26	0	0	0	0	0	0	0	0	0	260	0
MTF2	46.1	123	0	0	0	0	235	103	0	0	0	0
MTFR1	10.4	0	0	0	0	0	0	0	0	0	104	0
MTFR1L	9.8	0	0	0	0	0	0	0	0	0	98	0
MTG1	91.1	0	0	0	0	0	0	0	0	0	911	0
MTG2	25.4	0	0	0	0	0	0	0	0	0	254	0
MTHFD1	23.9	0	0	0	0	0	0	0	0	0	239	0
MTHFD1L	86.3	0	0	0	0	0	0	0	0	0	863	0
MTHFD2	33.4	0	0	0	0	0	0	0	0	0	334	0
MTHFD2L	25.8	0	0	0	0	0	0	0	0	0	258	0
MTHFR	97.4	0	0	0	0	0	0	0	0	0	974	0
MTHFS	80	0	0	0	0	0	0	0	0	0	800	0
MTIF2	82.5	0	0	0	0	0	178	124	0	0	523	0
MTIF3	61.5	0	0	0	0	0	0	0	0	0	615	0
MTLN	131.9	0	0	0	0	0	0	0	0	0	1319	0
MTM1	9.4	0	0	0	0	0	0	0	0	0	94	0
MTMR1	104.8	0	0	0	0	0	0	0	0	0	1048	0
MTMR10	41.8	0	0	0	0	0	0	0	0	0	418	0
MTMR12	228.2	0	0	0	0	0	0	0	0	0	2282	0
MTMR14	61.5	147	67	0	0	0	138	152	0	0	111	0
MTMR3	74.6	0	0	0	0	0	0	0	0	0	746	0
MTMR4	216.3	0	0	0	0	0	0	243	0	0	1920	0
MTMR6	23.5	0	0	0	0	0	0	0	0	0	235	0
MTMR9	188.7	0	0	0	0	0	168	0	0	0	1719	0
MTO1	19.4	0	0	0	0	0	0	0	0	0	194	0
MTOR	12.8	0	0	0	0	0	128	0	0	0	0	0
MTR	29.1	0	0	0	0	0	173	0	0	0	118	0
MTRES1	12.5	0	0	0	0	0	0	0	0	0	125	0
MTRF1	54.3	0	0	0	0	0	0	0	0	0	543	0
MTRF1L	12.6	0	0	0	0	0	0	0	0	0	126	0
MTRNR2L2	296.2	0	0	0	0	0	971	999	0	242	750	0
MTRNR2L8	300.3	0	0	0	0	0	789	850	134	175	1055	0
MTRNR2L9	73.1	0	0	0	0	0	224	185	0	0	322	0
MTSS1	68.7	0	0	0	0	0	0	0	0	0	687	0
MTSS2	18.6	0	0	0	0	0	0	0	0	0	186	0
MTTP	30.2	0	0	0	0	0	0	0	0	0	302	0
MTURN	39.5	0	0	0	0	0	0	0	0	0	395	0
MTUS2	13.3	0	0	0	0	0	0	0	0	0	133	0
MTX1	28	0	0	0	0	0	0	0	0	0	280	0
MTX2	62.1	0	0	0	0	0	0	0	0	0	621	0
MUC1	40.3	0	0	0	0	0	0	0	0	0	403	0
MUTYH	43.6	0	0	0	0	0	0	0	0	0	436	0
MVB12A	134.9	0	0	0	0	0	0	0	0	0	1349	0
MVB12B	15.6	0	0	0	0	0	0	0	0	0	156	0
MVD	42	0	0	0	0	0	0	0	0	0	420	0
MVK	29.8	0	0	0	0	0	202	0	0	0	96	0
MX1	34.7	143	0	0	0	0	0	0	0	0	204	0
MX2	26.6	0	0	0	0	0	0	0	0	0	266	0
MXD1	15.5	0	0	0	0	0	0	0	0	0	155	0
MXD3	32.5	0	0	0	0	0	0	0	0	0	325	0
MXD4	13.3	0	0	0	0	0	0	0	0	0	133	0
MXI1	48.3	0	0	0	0	0	0	0	0	0	483	0
MXRA7	76.8	0	0	0	0	0	290	0	0	0	478	0
MYADM	177.5	0	0	0	0	0	0	523	0	0	1252	0
MYBL1	14.6	0	0	0	0	0	0	0	0	0	146	0
MYCBP	9.8	0	0	0	0	0	0	0	0	0	98	0
MYCBP2	181.6	0	0	0	0	0	0	0	0	0	1816	0
MYCBPAP	11.5	0	0	0	0	0	0	0	0	0	115	0
MYCL	32.7	0	0	0	0	0	0	0	0	0	327	0
MYCN	23	0	0	0	0	0	0	0	0	0	230	0
MYD88	32.7	0	0	0	0	0	0	0	0	0	327	0
MYEF2	23.9	0	0	0	0	0	0	0	0	0	239	0
MYH10	129.9	0	0	0	0	0	0	0	0	0	1299	0
MYH11	17.5	0	0	0	0	0	0	0	0	0	175	0
MYH9	46.7	0	0	0	0	0	0	0	0	0	467	0
MYL12A	186.6	0	0	0	0	0	0	0	0	0	1866	0
MYL12B	96.6	0	0	0	0	0	0	0	0	0	966	0
MYL5	22	0	0	0	0	0	121	0	0	0	99	0
MYL6	25.1	0	0	0	0	0	0	0	0	0	251	0
MYL9	8.7	0	0	0	0	0	87	0	0	0	0	0
MYLIP	85.6	0	0	0	0	0	0	0	0	0	856	0
MYLK	22.1	0	0	0	0	0	221	0	0	0	0	0
MYLK3	24.9	0	0	0	0	0	0	0	0	0	249	0
MYNN	10.1	0	0	0	0	0	101	0	0	0	0	0
MYO10	13.8	0	0	0	0	0	0	0	0	0	138	0
MYO15B	157.9	0	0	0	0	0	0	0	0	0	1579	0
MYO18A	9.6	0	0	0	0	0	0	0	0	0	96	0
MYO19	119.8	0	0	0	0	0	0	0	0	0	1198	0
MYO1B	62	0	0	0	0	0	0	0	0	0	620	0
MYO1C	13	0	0	0	0	0	0	0	0	0	130	0
MYO1D	120.3	0	0	0	0	0	0	0	0	0	1203	0
MYO1E	12.6	0	0	0	0	0	0	0	0	0	126	0
MYO1F	12	0	0	0	0	0	0	0	0	0	120	0
MYO1G	129.7	0	0	0	0	0	0	0	0	0	1297	0
MYO3B	8	0	0	0	0	0	80	0	0	0	0	0
MYO5A	50.8	0	0	0	0	0	0	0	0	0	508	0
MYO5C	39.7	0	0	0	0	0	0	0	0	0	397	0
MYO6	8	0	0	0	0	0	0	0	0	0	80	0
MYO7A	20.4	0	0	0	0	0	0	0	0	0	204	0
MYO9A	72.9	0	0	0	0	0	0	0	0	0	729	0
MYO9B	28.4	0	0	0	0	0	0	0	0	0	284	0
MYOM2	14.4	0	0	0	0	0	0	0	0	0	144	0
MYOM3	21.5	0	0	0	0	0	0	0	0	0	215	0
MYORG	43.6	0	0	0	0	0	0	0	0	0	436	0
MYPOP	39.4	0	0	0	0	0	0	0	0	0	394	0
MYRIP	49.3	0	0	0	0	0	0	0	0	0	493	0
MZB1	32.6	0	0	0	0	0	0	0	0	0	326	0
MZF1	25	0	0	0	0	0	108	0	0	0	142	0
MZT1	21	0	0	0	0	0	0	0	0	0	210	0
MZT2A	42.8	96	133	0	0	0	111	0	0	0	88	0
N4BP1	47.7	0	0	0	0	0	0	0	0	0	477	0
N4BP2	117.9	0	0	0	0	0	0	0	0	0	1179	0
N4BP2L1	24.6	0	0	0	0	0	0	246	0	0	0	0
N4BP2L2	53.3	133	0	0	0	0	0	134	0	0	266	0
N4BP3	99.3	0	0	0	0	0	0	0	0	0	993	0
N6AMT1	18.1	0	0	0	0	0	0	0	0	0	181	0
NAA15	16	0	0	0	0	0	0	0	0	0	160	0
NAA16	54.3	0	0	0	0	0	0	0	0	0	543	0
NAA20	27.6	0	0	0	0	0	92	0	0	0	184	0
NAA25	11	0	0	0	0	0	0	0	0	0	110	0
NAA30	36.8	0	0	0	0	0	0	0	0	0	368	0
NAA35	19	72	0	0	0	0	0	0	0	0	118	0
NAA38	133.5	0	0	0	0	0	0	0	0	0	1335	0
NAA40	36	0	0	0	0	0	0	0	0	0	360	0
NAA50	10.4	0	0	0	0	0	0	0	0	0	104	0
NAA60	51	0	0	0	0	0	0	0	0	0	510	0
NAA80	29.6	0	0	0	0	0	0	0	0	0	296	0
NAAA	38.6	0	0	0	0	0	0	0	0	0	386	0
NAB1	41.7	0	0	0	0	0	0	0	0	0	417	0
NAB2	92.7	0	0	0	0	0	240	0	0	0	687	0
NABP1	33.9	0	0	0	0	0	0	0	0	0	339	0
NABP2	45.8	0	0	0	0	0	0	0	0	0	458	0
NACA	21.7	0	0	0	0	0	137	0	0	0	80	0
NACC1	34.6	0	0	0	0	0	0	0	0	0	346	0
NACC2	87.2	0	0	0	0	0	0	0	0	0	872	0
NADK	43.9	112	0	0	0	0	0	0	0	0	327	0
NADK2	66.9	0	0	0	0	0	0	0	0	0	669	0
NAE1	19.9	0	0	0	0	0	0	0	0	0	199	0
NAF1	17.4	0	0	0	0	0	0	0	0	0	174	0
NAGA	63.1	0	0	0	0	0	0	0	0	0	631	0
NAGK	11.2	0	0	0	0	0	0	0	0	0	112	0
NAGLU	75.7	0	0	0	0	0	166	0	0	0	591	0
NAGPA	13.4	0	0	0	0	0	0	134	0	0	0	0
NAGS	11	0	0	0	0	0	0	0	0	0	110	0
NAIF1	74.8	0	0	0	0	0	0	0	0	0	748	0
NAIP	17.7	0	0	0	0	0	177	0	0	0	0	0
NAMPT	12.5	0	0	0	0	0	0	0	0	0	125	0
NANOS1	39.9	0	0	0	0	0	0	0	0	0	399	0
NANP	49.9	0	0	0	0	0	0	0	0	0	499	0
NANS	20.6	0	0	0	0	0	0	0	0	0	206	0
NAP1L1	14.8	0	0	0	0	0	0	0	0	0	148	0
NAP1L4	33.5	0	0	0	0	0	0	0	0	0	335	0
NAP1L5	35.4	0	0	0	0	0	0	0	0	0	354	0
NAPA	18.1	0	0	0	0	0	0	0	0	0	181	0
NAPB	87.2	0	0	0	0	0	0	0	0	0	872	0
NAPEPLD	122.1	0	0	0	0	0	0	0	0	0	1221	0
NAPG	11.8	0	0	0	0	0	0	0	0	0	118	0
NARF	113.4	0	0	0	0	0	0	0	0	0	1134	0
NARS1	31.8	0	0	0	0	0	127	0	0	0	191	0
NARS2	90.4	0	0	0	0	0	0	0	0	0	904	0
NAT10	42.1	0	0	0	0	0	175	0	0	0	246	0
NAT8	16.1	0	0	0	0	0	0	161	0	0	0	0
NAT8L	8.1	0	0	0	0	0	0	0	0	0	81	0
NATD1	22	0	0	0	0	0	118	0	0	0	102	0
NAV1	9.8	0	0	0	0	0	0	0	0	0	98	0
NAV2	22.6	0	0	0	0	0	0	0	0	0	226	0
NAXD	32.2	0	0	0	0	0	0	0	0	0	322	0
NAXE	76.6	0	0	0	0	0	0	0	0	0	766	0
NBEA	51	0	0	0	0	0	0	0	0	0	510	0
NBEAL1	24.2	0	0	0	0	0	0	0	0	0	242	0
NBEAL2	154.8	0	0	0	0	0	0	0	0	0	1548	0
NBL1	44.7	0	0	0	0	0	0	0	0	0	447	0
NBN	166	0	0	0	0	0	0	0	0	0	1660	0
NBPF1	135.1	0	0	0	0	0	168	0	0	0	1183	0
NBPF11	102	0	0	0	0	0	84	0	0	0	936	0
NBPF12	84.1	0	0	0	0	0	0	0	0	0	841	0
NBPF3	18.6	0	0	0	0	0	0	0	0	0	186	0
NBR1	57.8	101	0	0	0	0	157	123	0	0	197	0
NCALD	10.3	0	0	0	0	0	103	0	0	0	0	0
NCAM1	10.7	0	0	0	0	0	0	0	0	0	107	0
NCAPD2	46	0	0	0	0	0	0	0	0	0	460	0
NCAPD3	36.4	0	0	0	0	0	0	0	0	0	364	0
NCAPG2	55.5	0	0	0	0	0	0	0	0	0	555	0
NCAPH2	11	0	0	0	0	0	0	0	0	0	110	0
NCBP1	108.4	0	0	0	0	0	0	924	0	0	160	0
NCBP2	10.3	0	0	0	0	0	0	0	0	0	103	0
NCBP2AS2	10.3	0	0	0	0	0	0	0	0	0	103	0
NCBP3	289.7	0	0	0	0	0	616	2281	0	0	0	0
NCCRP1	18.5	0	0	0	0	0	0	0	0	0	185	0
NCDN	22	0	0	0	0	0	0	0	0	0	220	0
NCEH1	22.8	0	0	0	0	0	91	0	0	0	137	0
NCF1	108	571	317	0	0	0	0	0	0	192	0	0
NCF4	36.3	0	0	0	0	0	0	0	0	0	363	0
NCK1	8.3	0	0	0	0	0	0	0	0	0	83	0
NCK2	22.9	0	0	0	0	0	0	0	0	0	229	0
NCKAP1	72.2	0	0	0	0	0	0	0	0	0	722	0
NCKAP5	13.4	0	0	0	0	0	134	0	0	0	0	0
NCKAP5L	122	0	0	0	0	0	0	0	0	0	1220	0
NCKIPSD	33.6	0	0	0	0	0	117	0	0	0	219	0
NCL	31.6	0	0	0	0	0	0	0	0	0	316	0
NCLN	124.4	0	0	0	0	0	0	0	0	0	1244	0
NCOA1	68	0	0	0	0	0	0	0	0	0	680	0
NCOA2	31.7	0	0	0	0	0	0	0	0	0	317	0
NCOA3	251.3	0	0	0	0	0	0	85	0	0	2428	0
NCOA4	10.9	0	0	0	0	0	109	0	0	0	0	0
NCOA5	56.2	0	0	0	0	0	173	0	0	0	389	0
NCOA7	57.2	0	0	0	0	0	170	0	0	0	402	0
NCOR1	18.1	0	0	0	0	0	0	0	0	0	181	0
NCOR2	13.7	0	0	0	0	0	0	0	0	0	137	0
NCR3	56.4	0	0	0	0	0	0	0	0	0	564	0
NCR3LG1	13.2	0	0	0	0	0	0	0	0	0	132	0
NCS1	11.9	0	0	0	0	0	0	0	0	0	119	0
NCSTN	62.4	0	0	0	0	0	0	624	0	0	0	0
NDC80	18.4	0	0	0	0	0	0	0	0	0	184	0
NDE1	20.7	0	0	0	0	0	0	0	0	0	207	0
NDFIP1	25.6	0	0	0	0	0	0	0	0	0	256	0
NDFIP2	81.5	0	0	0	0	0	0	0	0	0	815	0
NDRG1	95.4	0	0	0	0	0	217	0	0	0	737	0
NDRG2	37.4	0	0	0	0	0	0	0	0	0	374	0
NDRG3	24.5	0	0	0	0	0	0	0	0	0	245	0
NDRG4	14.1	0	0	0	0	0	0	0	0	0	141	0
NDST2	24.3	0	0	0	0	0	0	0	0	0	243	0
NDUFA10	31.4	0	0	0	0	0	0	0	0	0	314	0
NDUFA11	56.6	0	0	0	0	0	156	0	0	0	410	0
NDUFA12	41.8	0	0	0	0	0	137	0	0	0	281	0
NDUFA2	57.2	0	0	0	0	0	104	147	0	0	321	0
NDUFA4	184.2	0	0	0	0	0	0	0	0	0	1842	0
NDUFA5	11.3	0	0	0	0	0	113	0	0	0	0	0
NDUFA6	34.4	0	0	0	0	0	0	0	0	0	344	0
NDUFAB1	18.8	0	0	0	0	0	188	0	0	0	0	0
NDUFAF1	31.8	106	0	0	0	0	0	0	0	0	212	0
NDUFAF2	9.9	0	0	0	0	0	0	0	0	0	99	0
NDUFAF3	89.1	0	0	0	0	0	0	138	0	0	753	0
NDUFAF4	26.6	0	0	0	0	0	0	157	0	0	109	0
NDUFAF5	24.2	0	0	0	0	0	101	0	0	0	141	0
NDUFAF6	156.5	0	0	0	0	0	0	0	0	0	1565	0
NDUFAF8	9.9	0	0	0	0	0	99	0	0	0	0	0
NDUFB2	9.5	0	0	0	0	0	95	0	0	0	0	0
NDUFB3	11.9	0	0	0	0	0	0	119	0	0	0	0
NDUFB5	49.7	0	0	0	0	0	132	0	0	0	365	0
NDUFB7	129.7	0	0	0	0	0	158	1139	0	0	0	0
NDUFB9	47	0	0	0	0	0	0	0	0	0	470	0
NDUFC1	16	0	0	0	0	0	0	0	0	0	160	0
NDUFC2	119.2	0	0	0	0	0	126	0	0	0	1066	0
NDUFC2-KCTD14	119.2	0	0	0	0	0	126	0	0	0	1066	0
NDUFS2	111.9	0	0	0	0	0	83	0	0	0	1036	0
NDUFS3	32.8	0	0	0	0	0	139	189	0	0	0	0
NDUFS4	13.3	0	0	0	0	0	0	0	0	0	133	0
NDUFS5	74.9	0	0	0	0	0	0	0	0	0	749	0
NDUFS6	16.6	0	0	0	0	0	0	0	0	0	166	0
NDUFS7	60.4	0	0	0	0	0	220	176	0	0	208	0
NDUFV2	8.2	0	0	0	0	0	0	0	0	0	82	0
NDUFV3	156.6	0	0	0	0	0	0	0	0	0	1566	0
NEBL	19	0	0	0	0	0	190	0	0	0	0	0
NECAB3	69.2	0	0	0	0	0	0	0	0	0	692	0
NECAP1	10.9	0	0	0	0	0	109	0	0	0	0	0
NECAP2	137.6	0	0	0	0	0	223	993	0	0	160	0
NECTIN1	32.4	0	0	0	0	0	0	0	0	0	324	0
NECTIN3	10.2	0	0	0	0	0	0	0	0	0	102	0
NEDD1	15.9	0	0	0	0	0	0	0	0	0	159	0
NEDD4	48.7	0	0	0	0	0	270	0	0	0	217	0
NEDD8	16	0	0	0	0	0	160	0	0	0	0	0
NEDD8-MDP1	16	0	0	0	0	0	160	0	0	0	0	0
NEDD9	6	0	0	0	0	0	0	60	0	0	0	0
NEGR1	16.5	0	0	0	0	0	165	0	0	0	0	0
NEIL1	87	459	214	0	0	0	0	0	0	0	197	0
NEIL2	48.6	0	0	0	0	0	0	0	0	0	486	0
NEIL3	77.5	0	0	0	0	0	0	0	0	0	775	0
NEK11	128.4	0	0	0	0	0	0	0	0	0	1284	0
NEK3	150.4	0	0	0	0	0	0	0	0	0	1504	0
NEK4	154.6	0	0	0	0	0	81	1273	0	0	192	0
NEK6	79	0	0	0	0	0	104	0	0	0	686	0
NEK7	24	0	0	0	0	0	143	0	0	0	97	0
NEK8	32.6	0	0	0	0	0	0	0	0	0	326	0
NEK9	17.9	0	0	0	0	0	0	0	0	0	179	0
NELFA	106	0	0	0	0	0	0	0	0	0	1060	0
NELFB	150.6	0	0	0	0	0	0	0	0	0	1506	0
NELFCD	35.2	0	0	0	0	0	0	0	0	0	352	0
NELFE	15.8	0	0	0	0	0	158	0	0	0	0	0
NEMF	30.6	0	0	0	0	0	0	0	0	0	306	0
NEMP1	26.3	0	0	0	0	0	132	0	0	0	131	0
NENF	82.2	0	0	0	0	0	0	0	0	0	822	0
NEPRO	26.3	0	0	0	0	0	0	0	0	0	263	0
